RowID,Original Row information,Date,Party,Location,Speaker,SpeakerInfo,Question,Topic,Discourse w/names,Discourse w/o names
768,364,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,15,Candidates on abortion rights,GILLIBRAND: –when that door closes I will guarantee women’s reproductive (INAUDIBLE) no matter what.,–when that door closes I will guarantee women’s reproductive (INAUDIBLE) no matter what.
769,365,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,15,Candidates on abortion rights,TODD: Thank you. Thank you.,Thank you. Thank you.
770,366,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,16,Candidates on climate,"TODD: We’re moving to climate. We’re moving to climate guys. Senator Harris, addressing you first on this. You live in a state that has been hit by drought, wildfires, flooding, climate change it is a major concern for voters in your state that’s pretty obvious. Obvious of the state as well. Last night, voters heard many of the candidates weigh in on their proposals, explain specifically what yours is.","We’re moving to climate. We’re moving to climate guys. Senator Harris, addressing you first on this. You live in a state that has been hit by drought, wildfires, flooding, climate change it is a major concern for voters in your state that’s pretty obvious. Obvious of the state as well. Last night, voters heard many of the candidates weigh in on their proposals, explain specifically what yours is."
771,367,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,16,Candidates on climate,"HARRIS: Well, first of all I don’t even call it climate change. It’s a climate crisis. It represents an existential threat to us as a species. And the fact that we have a President of the United States who has embraced science fiction over science fact will be to our collective peril. I visited while the embers were smoldering the wildfires in California I spoke with firefighters who were in the midst of fighting a fire while their own homes were burning. And on this issue it is a–it is a critical issue that is about what we must do to confront what is immediate and before us right now. That is why I support a Green New Deal. It is why I believe on day one and as President will re-enter us in the Paris agreement because we have to take these issues seriously and frankly, we have a President of the United States we talked about you asked before what is the greatest national security threat to the United States? It’s Donald Trump. And I’m going to tell you why. And I’m going to tell you why because I agree climate change represents an existential threat. He denies the science. You want to talk about North Korea, real threat in terms of nuclear arsenal but what doe she do? He embraces Kim Jong Un a dictator","Well, first of all I don’t even call it climate change. It’s a climate crisis. It represents an existential threat to us as a species. And the fact that we have a President of the United States who has embraced science fiction over science fact will be to our collective peril. I visited while the embers were smoldering the wildfires in California I spoke with firefighters who were in the midst of fighting a fire while their own homes were burning. And on this issue it is a–it is a critical issue that is about what we must do to confront what is immediate and before us right now. That is why I support a Green New Deal. It is why I believe on day one and as President will re-enter us in the Paris agreement because we have to take these issues seriously and frankly, we have a President of the United States we talked about you asked before what is the greatest national security threat to the United States? It’s Donald Trump. And I’m going to tell you why. And I’m going to tell you why because I agree climate change represents an existential threat. He denies the science. You want to talk about North Korea, real threat in terms of nuclear arsenal but what doe she do? He embraces Kim Jong Un a dictator"
772,368,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,16,Candidates on climate,HARRIS: History where states fail to preserve the civil rights of all people.,History where states fail to preserve the civil rights of all people.
773,369,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,16,Candidates on climate,BIDEN: I have supported the ERA from the very beginning when I ran for (INAUDIBLE).,I have supported the ERA from the very beginning when I ran for (INAUDIBLE).
774,370,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,16,Candidates on climate,TODD: Vice President Biden 30 seconds because I want to bring other people into this.,Vice President Biden 30 seconds because I want to bring other people into this.
775,371,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,16,Candidates on climate,BIDEN: I–I supported the ERA from the very beginning. I am the guy that extended the voting rights act for 25 years. We got to the place where we got 98 out of 98 votes in the United States Senate doing it. I have also argued very strongly that we in fact deal with the notion of denying people access to the ballot box. I agree that everybody once they in fact–my time is up. I’m sorry.,I–I supported the ERA from the very beginning. I am the guy that extended the voting rights act for 25 years. We got to the place where we got 98 out of 98 votes in the United States Senate doing it. I have also argued very strongly that we in fact deal with the notion of denying people access to the ballot box. I agree that everybody once they in fact–my time is up. I’m sorry.
776,372,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,16,Candidates on climate,TODD: Thank you vice president.,Thank you vice president.
777,373,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,16,Candidates on climate,HARRIS: All of these things (INAUDIBLE).,All of these things (INAUDIBLE).
778,374,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,16,Candidates on climate,"TODD: Senator Sanders–Senator Sanders, I want to go to you on this. You said on the day you launched your campaign that voters should focus on what people stand for, not a candidate’s race or age or sexual orientation. Any Democrats are very excited by the diversity of this field on this stage and on last night stage and the perspective that diverse city brings to this contest and to these issues. Are you telling Democratic voters that diverse city should it matter when they make this decision?","Senator Sanders–Senator Sanders, I want to go to you on this. You said on the day you launched your campaign that voters should focus on what people stand for, not a candidate’s race or age or sexual orientation. Any Democrats are very excited by the diversity of this field on this stage and on last night stage and the perspective that diverse city brings to this contest and to these issues. Are you telling Democratic voters that diverse city should it matter when they make this decision?"
779,375,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,16,Candidates on climate,"SANDERS: No, absolutely not. Unlike the Republican party we encourage diverse city, we believe in diverse city, that is what America is up about. But in addition to diversity in terms of having more women, more people from the GB–L–LGBT community we also have to do something else and that is we have to ask ourselves a simple question and that how come to day the worker in the middle of our economy is making no more money than he or she made 45 years ago and that in the last 30 years the top 1 percent has seen a $21 trillion increase in their wealth. We need a party that is diverse but we need a party that has the guts to stand up to the powerful special interest who have so much power over the economic and political life of this country.","No, absolutely not. Unlike the Republican party we encourage diverse city, we believe in diverse city, that is what America is up about. But in addition to diversity in terms of having more women, more people from the GB–L–LGBT community we also have to do something else and that is we have to ask ourselves a simple question and that how come to day the worker in the middle of our economy is making no more money than he or she made 45 years ago and that in the last 30 years the top 1 percent has seen a $21 trillion increase in their wealth. We need a party that is diverse but we need a party that has the guts to stand up to the powerful special interest who have so much power over the economic and political life of this country."
780,376,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,16,Candidates on climate,TODD: Senator Gillibrand I want to give you 30 seconds on this.,Senator Gillibrand I want to give you 30 seconds on this.
781,377,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,16,Candidates on climate,"GILLIBRAND: Well, first of all where Bernie left off we have heard a lot of good ideas on this stage tonight and a lot of plans but the truth is until you go to the root of the corruption, the money in the–in politics, the fact that Washington is run by these special interest you are never going to solve any of these problems. I have the most comprehensive approach that experts agree is the most transformative plan to actually take on political corruption to get money out of politics through publicly funded elections, to have clean elections. If we do that and get money out of politics we can guarantee healthcare as a right not a privilege we can deal with institutional racism, we can’t take on income inequality and we can take on the corporate corruption that runs Washington.","Well, first of all where Bernie left off we have heard a lot of good ideas on this stage tonight and a lot of plans but the truth is until you go to the root of the corruption, the money in the–in politics, the fact that Washington is run by these special interest you are never going to solve any of these problems. I have the most comprehensive approach that experts agree is the most transformative plan to actually take on political corruption to get money out of politics through publicly funded elections, to have clean elections. If we do that and get money out of politics we can guarantee healthcare as a right not a privilege we can deal with institutional racism, we can’t take on income inequality and we can take on the corporate corruption that runs Washington."
782,378,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,16,Candidates on climate,BIDEN: The first constitutional amendment to do that was introduced by me when I was a young senator.,The first constitutional amendment to do that was introduced by me when I was a young senator.
783,379,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,17,On whether ‘partisan gridlock’ would disappear,"TODD: Thank–thank you Vice president. I want to shift topics here. Sen. Bennet, the next question is for you. On the issue of partisan gridlock Pres. Obama promised in 2012 that after his reelection Republicans would want to work with Democrats, fever would break. That did not happen. Now Vice President Biden is saying the same thing that if he is elected in 2020 both parties will want to work together. Should voters believe that somehow if there is a Democratic Pres. in 2021 that gridlock is going to magically disappear?","Thank–thank you Vice president. I want to shift topics here. Sen. Bennet, the next question is for you. On the issue of partisan gridlock Pres. Obama promised in 2012 that after his reelection Republicans would want to work with Democrats, fever would break. That did not happen. Now Vice President Biden is saying the same thing that if he is elected in 2020 both parties will want to work together. Should voters believe that somehow if there is a Democratic Pres. in 2021 that gridlock is going to magically disappear?"
784,380,6/27/2019,Democrat,"Miami, Florida",BENNET,Candidate,17,On whether ‘partisan gridlock’ would disappear,"BENNET: Gridlock will not magically disappear as long as Mitch McConnell is there, first. Second, second, that is why it is so important for us to when not just the presidency to have somebody that can run in all 50 states but to–but to win the Senate as well and that is why we have to propose policies that can be supported like Medicare X so that we can build a broad coalition of Americans to overcome broken Washington DC. I agree with what Senator Gillibrand was saying and share a lot of her views. We need to in gerrymandering in wash–and we need to end political gerrymandering in Washington.","Gridlock will not magically disappear as long as Mitch McConnell is there, first. Second, second, that is why it is so important for us to when not just the presidency to have somebody that can run in all 50 states but to–but to win the Senate as well and that is why we have to propose policies that can be supported like Medicare X so that we can build a broad coalition of Americans to overcome broken Washington DC. I agree with what Senator Gillibrand was saying and share a lot of her views. We need to in gerrymandering in wash–and we need to end political gerrymandering in Washington."
785,381,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,17,On whether ‘partisan gridlock’ would disappear,"BIDEN: And new science and technology to be the exporter not only of the green economy, but economy that can create millions of jobs. But, I would immediately rejoin the Paris Climate Accord. I would up the ante in that accord, which it calls for because we make up 15 percent of the problem; 85 percent of the world makes up the rest. And so, we have to have someone who knows how to corral the rest of the world, bring them together, and get something done like we did in our administrator.","And new science and technology to be the exporter not only of the green economy, but economy that can create millions of jobs. But, I would immediately rejoin the Paris Climate Accord. I would up the ante in that accord, which it calls for because we make up 15 percent of the problem; 85 percent of the world makes up the rest. And so, we have to have someone who knows how to corral the rest of the world, bring them together, and get something done like we did in our administrator."
786,382,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,17,On whether ‘partisan gridlock’ would disappear,"MADDOW: Senators–senators, I want–to give you 30 seconds–","Senators–senators, I want–to give you 30 seconds–"
787,383,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,17,On whether ‘partisan gridlock’ would disappear,SANDERS: –Look–,–Look–
788,384,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,17,On whether ‘partisan gridlock’ would disappear,"MADDOW: –To follow up, but I’m going to hold you to 30 seconds.","–To follow up, but I’m going to hold you to 30 seconds."
789,385,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,17,On whether ‘partisan gridlock’ would disappear,"SANDERS: Look, the old ways are no longer relevant. The scientists tell us we have 12 years because there’s irreparable damage to this planet. This is a global issue. What the president of the United States should do is not deny the reality of climate change, but tell the rest of the world that instead of spending $1.5 trillion on weapons of destruction, let us get together for the common enemy and that is to transform the world energy system away from fossil fuel to energy efficiency, and sustainable energy.","Look, the old ways are no longer relevant. The scientists tell us we have 12 years because there’s irreparable damage to this planet. This is a global issue. What the president of the United States should do is not deny the reality of climate change, but tell the rest of the world that instead of spending $1.5 trillion on weapons of destruction, let us get together for the common enemy and that is to transform the world energy system away from fossil fuel to energy efficiency, and sustainable energy."
790,386,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,17,On whether ‘partisan gridlock’ would disappear,MADDOW: Thank you.,Thank you.
791,387,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,17,On whether ‘partisan gridlock’ would disappear,SANDERS: The future of the planet rests on us doing that.,The future of the planet rests on us doing that.
792,388,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,17,On whether ‘partisan gridlock’ would disappear,SWALWELL: There–there’s–,There–there’s–
793,389,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,17,On whether ‘partisan gridlock’ would disappear,TODD: –Before we go–,–Before we go–
794,390,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,17,On whether ‘partisan gridlock’ would disappear,SWALWELL: –There’s–,–There’s–
795,391,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,17,On whether ‘partisan gridlock’ would disappear,TODD: –Hang on.,–Hang on.
796,392,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,17,On whether ‘partisan gridlock’ would disappear,MADDOW: Before we leave this topic–,Before we leave this topic–
797,393,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,17,On whether ‘partisan gridlock’ would disappear,SWALWELL: –Here’s a solution. Pass the torch. Pass the torch to the generation that’s going to feel the effects–,–Here’s a solution. Pass the torch. Pass the torch to the generation that’s going to feel the effects–
798,394,6/27/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,17,On whether ‘partisan gridlock’ would disappear,UNKNOWN: –No–,–No–
799,395,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,17,On whether ‘partisan gridlock’ would disappear,SANDERS: –Of climate change–take on the fossil fuel–,–Of climate change–take on the fossil fuel–
800,396,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,17,On whether ‘partisan gridlock’ would disappear,SWALWELL: –Pass the torch to the generation–,–Pass the torch to the generation–
801,397,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,17,On whether ‘partisan gridlock’ would disappear,SANDERS: –Is (CROSSTALK) the solution–,–Is (CROSSTALK) the solution–
802,398,6/27/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,17,On whether ‘partisan gridlock’ would disappear,UNKNOWN: –That’s inventive enough–,–That’s inventive enough–
803,399,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,17,On whether ‘partisan gridlock’ would disappear,GILLIBRAND: –Agreed. And–,–Agreed. And–
804,400,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,17,On whether ‘partisan gridlock’ would disappear,MADDOW: –Before we leave this topic–here’s something you all want to weigh in on. Hold on a moment.,–Before we leave this topic–here’s something you all want to weigh in on. Hold on a moment.
805,401,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,17,On whether ‘partisan gridlock’ would disappear,TODD: Just–just–,Just–just–
806,402,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,17,On whether ‘partisan gridlock’ would disappear,GILLIBRAND: –Campaign to the Republican Party.,–Campaign to the Republican Party.
807,403,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,17,On whether ‘partisan gridlock’ would disappear,MADDOW: Hold on moment.,Hold on moment.
808,404,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,17,On whether ‘partisan gridlock’ would disappear,TODD: Just trust us on this.,Just trust us on this.
809,405,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,17,On whether ‘partisan gridlock’ would disappear,WILLIAMSON: And the fact–,And the fact–
810,406,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,17,On whether ‘partisan gridlock’ would disappear,TODD: –We’re going to–,–We’re going to–
811,407,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,18,Marianne Williamson invokes John F. Kennedy,WILLIAMSON: –That somebody has a younger body doesn’t mean you don’t have old ideas.,–That somebody has a younger body doesn’t mean you don’t have old ideas.
812,408,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,18,Marianne Williamson invokes John F. Kennedy,"SWALWELL: No, we have new ideas.","No, we have new ideas."
813,409,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,18,Marianne Williamson invokes John F. Kennedy,WILLIAMSON: And John Kennedy–John Kennedy–,And John Kennedy–John Kennedy–
814,410,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,18,Marianne Williamson invokes John F. Kennedy,SWALWELL: –We have real new ideas–,–We have real new ideas–
815,411,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,18,Marianne Williamson invokes John F. Kennedy,"WILLIAMSON: –Did not say–John Kennedy did not say I’m–I have a plan to get a man to the moon and so we’re going to do it and I think we can all work together and maybe we can get a man on the moon. John Kennedy said, by the end of this decade, we are going to put a man on the moon–","–Did not say–John Kennedy did not say I’m–I have a plan to get a man to the moon and so we’re going to do it and I think we can all work together and maybe we can get a man on the moon. John Kennedy said, by the end of this decade, we are going to put a man on the moon–"
816,412,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,18,Marianne Williamson invokes John F. Kennedy,WILLIAMSON: –Because John Kennedy was back in the day when politics included the people. It included imagination. And it included great dreams and included great plans.,–Because John Kennedy was back in the day when politics included the people. It included imagination. And it included great dreams and included great plans.
817,413,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,18,Marianne Williamson invokes John F. Kennedy,MADDOW: Ms. Williamson–,Ms. Williamson–
818,414,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,18,Marianne Williamson invokes John F. Kennedy,"TODD: –Thank you, Ms. Williamson.","–Thank you, Ms. Williamson."
819,415,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,18,Marianne Williamson invokes John F. Kennedy,"WILLIAMSON: And I have a career not making the political plans, but I have had a career harnessing the inspiration and the motivation and the excitement of people.","And I have a career not making the political plans, but I have had a career harnessing the inspiration and the motivation and the excitement of people."
820,416,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,18,Marianne Williamson invokes John F. Kennedy,"TODD: Thank you, Ms. Williamson.","Thank you, Ms. Williamson."
821,417,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,18,Marianne Williamson invokes John F. Kennedy,WILLIAMSON: Masses of people. When we know that when we say–,Masses of people. When we know that when we say–
822,418,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,18,Marianne Williamson invokes John F. Kennedy,TODD: –Thank you–,–Thank you–
823,419,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,18,Marianne Williamson invokes John F. Kennedy,WILLIAMSON: –We are going to turn from a dirty economy–,–We are going to turn from a dirty economy–
824,420,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,18,Marianne Williamson invokes John F. Kennedy,TODD: –Thank you–,–Thank you–
825,421,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,18,Marianne Williamson invokes John F. Kennedy,"WILLIAMSON: –To a clean economy, we’re going to have a green new deal, we’re going to create millions of jobs, we’re going to do this within the next 12 years because I’m not interested in just winning the next election. We are–","–To a clean economy, we’re going to have a green new deal, we’re going to create millions of jobs, we’re going to do this within the next 12 years because I’m not interested in just winning the next election. We are–"
826,422,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,18,Marianne Williamson invokes John F. Kennedy,"TODD: –Thank you, Ms. Williamson–","–Thank you, Ms. Williamson–"
827,423,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,18,Marianne Williamson invokes John F. Kennedy,WILLIAMSON: (INAUDIBLE) our grandchildren.,(INAUDIBLE) our grandchildren.
828,424,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,18,Marianne Williamson invokes John F. Kennedy,TODD: All right. We got to–,All right. We got to–
829,425,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,18,Marianne Williamson invokes John F. Kennedy,"WILLIAMSON: –Then, you will have it.","–Then, you will have it."
830,426,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,"TODD: We’re going to sneak in a break in a minute, but before we go, I’m going to go down the line here and I’m asking you please, for one or two words. All right? Please.","We’re going to sneak in a break in a minute, but before we go, I’m going to go down the line here and I’m asking you please, for one or two words. All right? Please."
831,427,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,19,Candidates on what their first issue would be if elected,MADDOW: Really.,Really.
832,428,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,"TODD: President Obama, in his first year, wanted to address both healthcare and climate and he could only get one signature issue accomplished. It was, obviously, healthcare. He didn’t get to do climate change. You may only get one shot and your first issue that you’re going to push–you get one shot that it may be the only thing you get passed, what is that first issue for your presidency? Eric Swalwell, you’re first.","President Obama, in his first year, wanted to address both healthcare and climate and he could only get one signature issue accomplished. It was, obviously, healthcare. He didn’t get to do climate change. You may only get one shot and your first issue that you’re going to push–you get one shot that it may be the only thing you get passed, what is that first issue for your presidency? Eric Swalwell, you’re first."
833,429,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,19,Candidates on what their first issue would be if elected,"SWALWELL: For Parkland, for Orlando, for every community effected by gun violence, ending gun violence.","For Parkland, for Orlando, for every community effected by gun violence, ending gun violence."
834,430,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: Senator Bennet?,Senator Bennet?
835,431,6/27/2019,Democrat,"Miami, Florida",BENNET,Candidate,19,Candidates on what their first issue would be if elected,BENNET: Climate change and the lack of economic mobility Bernie talks about.,Climate change and the lack of economic mobility Bernie talks about.
836,432,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: Senator Gillibrand?,Senator Gillibrand?
837,433,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,19,Candidates on what their first issue would be if elected,"GILLIBRAND: Passing a family bill of rights that includes a national paid leave plan, universal Pre-K, affordable daycare and making sure that women and families can thrive in the workplace no matter who they are.","Passing a family bill of rights that includes a national paid leave plan, universal Pre-K, affordable daycare and making sure that women and families can thrive in the workplace no matter who they are."
838,434,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: All right.,All right.
839,435,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,19,Candidates on what their first issue would be if elected,"HARRIS: Oh, I like that.","Oh, I like that."
840,436,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: Senator Harris?,Senator Harris?
841,437,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,19,Candidates on what their first issue would be if elected,"HARRIS: So, passing a middle class and working families tax cut.","So, passing a middle class and working families tax cut."
842,438,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: That’s one.,That’s one.
843,439,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,19,Candidates on what their first issue would be if elected,"HARRIS: DACA, guns.","DACA, guns."
844,440,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,"TODD: I’ll give you credit for the first thing you said, the tax cut. Senator Sanders, first thing?","I’ll give you credit for the first thing you said, the tax cut. Senator Sanders, first thing?"
845,441,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,19,Candidates on what their first issue would be if elected,SANDERS: The premise that there’s only one or two issues out there.,The premise that there’s only one or two issues out there.
846,442,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: I’m not saying there’s only one or two.,I’m not saying there’s only one or two.
847,443,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,19,Candidates on what their first issue would be if elected,SANDERS: is enormous crisis.,is enormous crisis.
848,444,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: Senator Sanders–,Senator Sanders–
849,445,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,19,Candidates on what their first issue would be if elected,SANDERS: –We need a political revolution. People have got to stand up and take on the special interests. We can transform this country.,–We need a political revolution. People have got to stand up and take on the special interests. We can transform this country.
850,446,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,"TODD: Vice President Biden, your first issue, Mr. Vice President?","Vice President Biden, your first issue, Mr. Vice President?"
851,447,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,19,Candidates on what their first issue would be if elected,"BIDEN: I think you’ve so underestimated what Barack Obama did. He’s the first man to bring together the entire world, 196 nations to commit to deal with climate change immediately. I don’t–I don’t buy that. The first–the first thing I would do is make sure that we defeat Donald Trump.","I think you’ve so underestimated what Barack Obama did. He’s the first man to bring together the entire world, 196 nations to commit to deal with climate change immediately. I don’t–I don’t buy that. The first–the first thing I would do is make sure that we defeat Donald Trump."
852,448,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: Okay.,Okay.
853,449,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,19,Candidates on what their first issue would be if elected,BIDEN: Period.,Period.
854,450,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,"TODD: Mayor Buttigieg, your first priority, your first issue as president that you are going to block and tackle?","Mayor Buttigieg, your first priority, your first issue as president that you are going to block and tackle?"
855,451,6/27/2019,Democrat,"Miami, Florida",BUTTIGIEG,Candidate,19,Candidates on what their first issue would be if elected,"BUTTIGIEG: We’ve got to fix our democracy before it’s too late. Get that right and climate, immigration, taxes and every other issue gets better.","We’ve got to fix our democracy before it’s too late. Get that right and climate, immigration, taxes and every other issue gets better."
856,452,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: Mr.–Mr. Yang?,Mr.–Mr. Yang?
857,453,6/27/2019,Democrat,"Miami, Florida",YANG,Candidate,19,Candidates on what their first issue would be if elected,"YANG: I would pass a $1,000 freedom dividend for every American adult starting at age 18. Which would speed us up on climate change because if you get the boot off of people’s throats they’re (INAUDIBLE) climate change much more clearly.","I would pass a $1,000 freedom dividend for every American adult starting at age 18. Which would speed us up on climate change because if you get the boot off of people’s throats they’re (INAUDIBLE) climate change much more clearly."
858,454,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: Okay. Governor Hickenlooper?,Okay. Governor Hickenlooper?
859,455,6/27/2019,Democrat,"Miami, Florida",HICKENLOOPER,Candidate,19,Candidates on what their first issue would be if elected,HICKENLOOPER: I would do a collaborative approach to climate change and I would pronounce it well before the election to make sure we don’t reelect the worst president in American history.,I would do a collaborative approach to climate change and I would pronounce it well before the election to make sure we don’t reelect the worst president in American history.
860,456,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,"TODD: And Ms. Williamson, you have the last word.","And Ms. Williamson, you have the last word."
861,457,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,19,Candidates on what their first issue would be if elected,"WILLIAMSON: My first call is to Prime Minister of New Zealand who said that her role is to make New Zealand the place where it’s the best place in the world for a child to grow up. And I would tell her, girlfriend, you are so wrong because the United States of America is going to be the best place–","My first call is to Prime Minister of New Zealand who said that her role is to make New Zealand the place where it’s the best place in the world for a child to grow up. And I would tell her, girlfriend, you are so wrong because the United States of America is going to be the best place–"
862,458,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: Thank you.,Thank you.
863,459,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,19,Candidates on what their first issue would be if elected,WILLIAMSON: –In the world for a child to grow up. We are going to have–,–In the world for a child to grow up. We are going to have–
864,460,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,TODD: –Thank you. You guys were close with the short–at least it was shorter.,–Thank you. You guys were close with the short–at least it was shorter.
865,461,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,19,Candidates on what their first issue would be if elected,"MADDOW: No, they weren’t, not at all.","No, they weren’t, not at all."
866,462,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,19,Candidates on what their first issue would be if elected,"TODD: All right, C-minus.","All right, C-minus."
867,463,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,20,Candidates on gun control,MADDOW: We’re gonna take a quick break. We’ll be right back with these candidates right after this.,We’re gonna take a quick break. We’ll be right back with these candidates right after this.
868,464,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,20,Candidates on gun control,MADDOW: Welcome back to the democratic candidates debate in Miami. We are going to continue the questioning now with Lester in the audience. We aren’t? We are in a second going to have a question from Lester in the audience. That was just a fake out.,Welcome back to the democratic candidates debate in Miami. We are going to continue the questioning now with Lester in the audience. We aren’t? We are in a second going to have a question from Lester in the audience. That was just a fake out.
